Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
239061,AFFINITY HEALTH CARE,"31600 TELEGRAPH RD, SUITE 280",BINGHAM FARMS,MI,48025,717,336,15.5,3.5,10.6,0.3,0,1,0,"1,665,757","2,483,758","2,573,203",0,27,"10,075",68,159,177,93,243,119,168,18,,,24,2.04,0.06845,0.3006,0.50298,0.05655,0.36905,0.41369,0.5119,0.3631,0.6369,0.6131,,,0.09524,,0.09821,0.08333
239063,APOLLO HOME HEALTH CARE,"28116 ORCHARD LAKE RD, SUITE 200",FARMINGTON HILLS,MI,48334,332,281,16.1,5.7,8.8,0.3,0,1.1,0.1,"1,203,156","1,013,839","1,078,432",0.1,33,"11,962",78,63,218,173,108,113,159,,,0,0,2.48,0.12456,0.3879,0.40925,0.13167,0.48043,0.5516,0.38434,0.2669,0.53737,0.68327,,0.59075,0.12456,,0.06762,0.13523
239064,SOUTHEAST HOME HEALTH CARE,"26771 WEST TWELVE MILE RD, SUITE 103A",SOUTHFIELD,MI,48034,32,19,18.9,4,8.8,4.4,0,1.7,0,"118,588","118,600","126,486",0,,,83,,,,,13,,,0,0,0,2.58,0.10526,0.52632,0.31579,0.10526,0.42105,0.47368,0.26316,0.57895,0.36842,0.68421,,0.68421,0.15789,0.68421,0,0.10526
239066,SIERRA HOME HEALTH CARE,"835 MASON ST, SUITE A270",DEARBORN,MI,48124,44,22,17.7,8.5,6.4,0.8,0,2,0,"174,821","131,696","141,444",1.3,,,72,,,,,13,,,,0,,2.41,0.09091,0.45455,0.5,0.09091,0.59091,0.59091,0.5,0.36364,,0.72727,,,0.13636,,0.09091,0.18182
239068,AGILITY HOMECARE,"17200 WEST 10 MILE ROAD, SUITE 206",SOUTHFIELD,MI,48075,17,14,16.1,3.6,10.6,1,0,0.9,0,"47,392","57,259","61,035",0,0,,85,,,14,0,13,,0,0,0,,2.01,0.14286,0.57143,0.35714,0.07143,,0.57143,0.35714,0.28571,0.28571,0.57143,,,0.35714,,0,0.14286
239069,CLARK AT HOME HEALTH SERVICES,1551 FRANKLIN ST SE,GRAND RAPIDS,MI,49506,145,95,17.6,4.3,8.5,3,0.1,1.5,0.2,"401,151","483,348","538,786",0,11,"4,149",86,39,56,,,91,,0,0,0,,1.94,0.26316,0.57895,0.23158,0.15789,0.52632,0.44211,0.22105,0.57895,0.26316,0.55789,,0.50526,0.31579,0.74737,0.03158,0.09474
239070,HEALING HOME HEALTH CARE,"24755 5 MILE RD, SUITE #205",REDFORD,MI,48239,99,66,12.9,5.1,7.5,0,0,0.3,0,"179,571","275,517","299,112",0,,,70,25,41,15,51,,55,,0,0,0,1.97,0.09091,0.21212,0.51515,0.06061,0.5303,0.40909,0.5,0.18182,0.36364,0.51515,,0.54545,0.04545,,0.04545,0.12121
239072,FIRST STOP HOME CARE,"2501 WEST GRAND BLVD, SUITE B2",DETROIT,MI,48208,31,21,12.3,0,12.3,0,0,0,0,"95,250","111,415","108,903",0,0,,73,,,,,18,,0,,0,0,2.19,0,0.61905,0.28571,0.09524,0.2381,0.38095,0.2381,0.42857,0.47619,0.33333,0.52381,0.38095,0.04762,0.61905,0.19048,0.04762
239073,PROMPT CARE HOME HEALTH SERVICES,"6431 INKSTER RD, SUITE 126",BLOOMFIELD HILLS,MI,48301,62,53,13.4,3.1,10,0.3,0,0,0,"124,786","194,700","212,164",0,,,72,24,29,,,31,,,0,0,,2.18,0.0566,0.41509,0.37736,0.15094,0.49057,0.54717,0.37736,0.26415,,,,0.67925,0.0566,,0.15094,0.09434
239078,APPLE HOME HEALTH SERVICES,"11 W 14 MILE RD, SUITE 202A",CLAWSON,MI,48017,203,173,13.5,4.4,8,0.6,0,0.3,0.1,"633,518","607,219","642,224",0,,,68,68,105,68,105,35,130,,,0,,2.23,0.09249,0.31214,0.51445,0.08671,0.54335,0.45087,0.44509,0.44509,0.60116,0.66474,,0.54913,0.08671,,0.14451,0.13873
239079,EASTERN MICHIGAN HOME HEALTHCARE,"4045 W 13 MILE RD, SUITE D",ROYAL OAK,MI,48073,138,84,19.4,6,10.1,1.3,0.2,1.5,0.3,"341,619","468,842","499,582",0,,,78,30,54,60,24,63,19,,0,,0,2.8,0.22619,0.41667,0.53571,0.04762,0.58333,0.58333,0.45238,0.5119,0.39286,,,,0.09524,0.61905,0.10714,0.21429
239080,MAPLE HEALTH CARE,"2838 E LONG LAKE ROAD, STE 130",TROY,MI,48085,31,23,18.6,4.8,11.4,1.9,0.2,0.4,0.1,"136,644","117,174","124,892",0,,,77,,,,,13,,,0,0,,2.5,0.26087,0.17391,0.21739,0.08696,0.3913,0.65217,0.17391,0.08696,0.6087,0.52174,,0.43478,0.17391,0.69565,0.04348,0.13043
239081,BLUE ANGEL HOME CARE,1000 JOHN R ROAD,TROY,MI,48083,107,70,13.1,6.7,4.5,0.9,0.2,0.8,0.1,"353,222","291,728","317,577",0,,,79,25,45,51,19,46,24,0,0,0,0,3.14,0.21429,0.5,0.32857,0.14286,0.58571,0.57143,0.35714,0.25714,0.51429,0.68571,,0.74286,0.1,,0.02857,0.04286
239082,URGENT HOME CARE,"31555 W 14 MILE ROAD, SUITE 205",FARMINGTON HILLS,MI,48334,232,98,15.9,1.5,14.2,0,0,0.1,0,"807,222","812,184","882,835",0,,,59,52,46,22,76,,94,0,0,0,,2.29,0.05102,0.19388,0.67347,0.04082,0.29592,0.42857,0.65306,0.44898,0.44898,0.56122,,0.58163,0.07143,,0.26531,0.15306
239083,REFLEX HOME CARE,"1787 W BIG BEAVER RD, SUITE 150",TROY,MI,48084,81,62,11.9,3.9,7.5,0.4,0,0,0.1,"210,309","232,740","245,560",0,22,"9,509",71,28,34,33,29,19,40,,0,,,3.46,0.1129,0.41935,0.51613,0.14516,0.5,0.59677,0.48387,0.35484,0.62903,0.62903,,0.74194,0.06452,,0.14516,0.22581
239084,NATIONAL HOME HEALTH CARE AGENCY,"3055 HALLMARK COURT, SUITE 2",SAGINAW,MI,48603,73,27,29.1,3.8,15,0,0,10.2,0,"210,773","280,281","314,628",1.4,0,,76,13,14,,,15,,0,,0,0,3.65,0.07407,0.33333,0.18519,0.07407,0.55556,0.7037,0.18519,0.33333,0.7037,0.59259,,0.59259,0.14815,,0.11111,0.07407
239085,DYNAFLEX HOME HEALTH CARE,"37177 MOUND RD, SUITE A",STERLING HEIGHTS,MI,48310,354,194,19.2,4.1,12.4,0.5,0.1,2,0.1,"1,472,074","1,300,727","1,394,496",0,17,"7,208",75,61,133,118,76,107,80,,,,,2.78,0.17526,0.53608,0.45361,0.13918,0.48454,0.54639,0.40722,0.5,0.58763,0.68041,,0.63918,0.12371,,0.1134,0.15979
239086,BLISS HOME HEALTH CARE,28091 DEQUINDRE ROAD STE 105,MADISON HEIGHTS,MI,48071,38,38,11.4,3.4,7.1,0.7,0,0,0.2,"102,793","92,766","102,382",0,,,70,16,22,15,23,,31,0,0,0,,2.09,0.05263,0.39474,0.63158,0.05263,0.52632,0.28947,0.52632,0.55263,0.60526,0.63158,,0.71053,0.05263,,0.13158,0.13158
239087,HOPE HOME HEALTH CARE SERVICES,"28475 GREENFIELD RD, SUITE 114",SOUTHFIELD,MI,48076,27,25,14.7,3.9,10.9,0,0,0,0,"64,326","87,986","95,329",0,,,71,14,11,,,,21,0,0,0,,4.78,0.12,0.6,0.44,0.2,0.72,0.68,0.48,0.4,,0.68,,,0.04,,0.32,0.16
267185,HOME HEALTH OF THE OZARKS,507 WEST HWY 17,HOUSTON,MO,65483,156,110,16.1,7.8,4.8,0,0,3.5,0,"400,633","347,036","409,795",0.9,36,"13,137",77,48,62,76,34,110,0,0,0,0,0,1.92,0.2,0.28182,0.37273,0.14545,0.39091,0.48182,0.37273,0.26364,0.41818,0.52727,,0.45455,0.06364,0.59091,0.03636,0.12727
239088,INDIVIDUALIZED HOME HEALTH CARE,"28230 ORCHARD LAKE ROAD, STE 215",FARMINGTON,MI,48334,58,54,18.1,3.8,9,4.7,0,0.6,0,"248,754","218,840","237,218",0,,,77,24,30,25,29,32,16,,,0,,2.63,0.18519,0.64815,0.42593,0.18519,0.51852,0.62963,0.53704,0.51852,0.62963,0.64815,,0.66667,0.12963,,0.16667,0.14815
239090,ABLE HEALTH CARE SERVICES,24001 SOUTHFIELD ROAD,SOUTHFIELD,MI,48075,104,58,20.5,5.6,10.7,0.5,0,3.6,0,"456,563","347,898","382,671",0,,,73,22,36,30,28,14,37,,,0,,2.82,0.06897,0.36207,0.5,0.06897,0.5,0.67241,0.51724,0.39655,0.68966,0.72414,,,0.10345,,0.05172,0.24138
239092,GREAT LAKE HOME CARE,"17070 W 12 MILE RD, SUITE D",SOUTHFIELD,MI,48076,578,282,15.7,5.5,7.9,1.3,0,0.9,0.1,"2,048,420","1,616,655","1,750,213",0,114,"30,167",64,135,147,80,202,43,235,0,0,,,2.22,0.06383,0.25887,0.66667,0.08865,0.41844,0.47518,0.60638,0.42908,0.62057,0.65957,,0.62766,0.08156,,0.16667,0.15957
239094,FRANKLIN HEALTH CARE,"1721 CROOKS ROAD, STE 104",TROY,MI,48084,438,280,14.9,3.5,11,0.2,0,0.2,0,"983,499","1,461,076","1,557,168",0,,,70,107,173,28,252,141,66,20,,,51,1.72,0.10714,0.26786,0.38571,0.05714,0.31429,0.37857,0.30357,0.25,0.63929,0.71071,,0.61429,0.12143,,0.05,0.075
239095,MERCY HOME HEALTH CARE,"1000 JOHN R RD, SUITE 206",TROY,MI,48083,349,177,13.4,0.9,11.6,0.8,0,0.1,0,"568,483","1,268,786","1,351,777",0,,,73,67,110,,,78,13,27,,,58,1.68,0.11864,0.35593,0.32768,0.07345,0.36158,0.55367,0.30508,0.22034,0.72881,,,0.68362,0.11299,,0.02825,0.07345
239096,NATIONAL HOME CARE,25210 FIVE MILE RD,REDFORD,MI,48239,155,113,16.9,4.1,9.6,2.6,0.1,0.4,0.2,"449,732","555,447","598,589",0,24,"8,182",79,41,72,81,32,76,32,,,0,,2.74,0.21239,0.46018,0.43363,0.17699,0.44248,0.57522,0.38938,0.53982,0.46018,0.66372,,0.54867,0.12389,,0.0708,0.18584
239097,PREFERRED CHOICE HOME HEALTH CARE,"26711 WOODWARD AVENUE, SUITE 208A",HUNTINGTON WOODS,MI,48070,17,17,13.6,4.7,8.9,0,0,0,0,"57,750","48,088","51,905",0,0,,72,,,,,,11,0,0,0,,2.15,0.05882,0.35294,0.41176,0.11765,0.52941,0.58824,0.41176,0.29412,0.70588,,,0.58824,0.11765,,0,0.23529
239098,IDEAL HOME HEALTH,"20300 SUPERIOR ROAD, SUITE 170",TAYLOR,MI,48180,111,59,14.5,3.5,10.2,0.8,0,0,0.1,"201,441","342,298","379,202",0,13,"3,947",64,38,21,13,46,,52,,0,0,0,2.04,0.01695,0.08475,0.64407,0.10169,0.45763,0.47458,0.61017,0.23729,0.57627,0.49153,,0.52542,0.0339,,0.10169,0.13559
239099,COMMUNITY FIRST HOMECARE,"3680 44TH STREET, SUITE 103",KENTWOOD,MI,49512,339,185,14.9,3.8,9.9,0.7,0,0.4,0.1,"1,220,217","1,042,830","1,145,328",0,20,"5,260",63,78,107,48,137,45,137,0,,0,,2.5,0.08108,0.35135,0.56757,0.05405,0.40541,0.48649,0.50811,0.52973,0.57297,0.65405,,0.58378,0.05405,,0.33514,0.13514
239100,COMMUNITY HOME HEALTH OF WEST MICHIGAN,"1519 E RIVER RD, SUITE A",MUSKEGON,MI,49445,145,76,18,8.2,8.1,0.2,0,1.4,0,"367,407","444,453","504,539",0.1,13,"4,454",78,30,46,58,18,66,,0,0,0,,2.58,0.18421,0.34211,0.34211,0.17105,0.38158,0.51316,0.27632,0.40789,0.51316,0.57895,,0.44737,0.13158,0.73684,0.07895,0.10526
239101,PROMED HOME HEALTH CARE,330 E 12 MILE RD,MADISON HEIGHTS,MI,48071,290,236,14.7,3.3,10,0.8,0,0.5,0.1,"834,477","934,600","1,004,601",0,,,72,100,136,91,145,131,74,,,,20,2.2,0.15678,0.23305,0.51695,0.08475,0.39831,0.39831,0.48305,0.39407,0.56356,0.70339,,0.64407,0.13559,,0.05085,0.11017
239102,WINGS OF ANGEL HOME HEALTH CARE,"16250 NORTHLAND DRIVE, SUITE 207",SOUTHFIELD,MI,48075,58,52,16.5,4.8,9.6,1.4,0.1,0.5,0.1,"223,854","188,902","202,831",0,13,"3,821",70,21,31,14,38,11,37,0,,0,,2.31,0.05769,0.42308,0.55769,0.09615,0.55769,0.40385,0.53846,0.38462,0.59615,,,,0.09615,,0.13462,0.13462
239105,HEALING HAND HOME HEALTH CARE,"24155 DRAKE ROAD, STE 207",FARMINGTON,MI,48335,129,104,16.7,4.5,9.6,1.4,0.2,0.9,0.1,"473,359","438,107","472,065",0,,,73,43,61,46,58,40,56,0,,,,2.09,0.11538,0.375,0.39423,0.07692,0.42308,0.53846,0.39423,0.29808,0.625,0.60577,,0.625,0.09615,,0.08654,0.125
239107,AIMM HOME HEALTHCARE,ONE AJAX DR STE 100,MADISON HEIGHTS,MI,48071,64,37,16.8,3.6,12,0.4,0,0.7,0.2,"161,151","230,998","247,750",0,,,79,,,20,17,15,19,,,0,0,2.72,0.08108,0.59459,0.37838,0,0.59459,0.56757,0.35135,0.2973,,,,,0.08108,,0.13514,0.10811
239108,RESTORING YOUR HEALTH HOME CARE,"20600 EUREKA ROAD, SUITE #525",TAYLOR,MI,48180,58,23,26.1,6.4,5.6,2.2,0,11.8,0.1,"272,342","167,797","182,148",0,,,72,,,,,,14,,0,0,0,2.65,0.17391,0.47826,0.52174,0.13043,0.6087,0.43478,0.47826,0.30435,0.69565,0.47826,,0.73913,0.08696,,0.04348,0.17391
239112,MI CHOICE HOME HEALTH CARE,30555 SOUTHFIELD ROAD 300,SOUTHFIELD,MI,48076,442,150,18.2,4.6,13.5,0.2,0,0,0,"1,959,944","1,667,719","1,811,753",0,,,64,91,59,35,115,,145,0,,0,0,2.29,0.06,0.2,0.70667,0.1,0.39333,0.51333,0.69333,0.31333,0.56,0.68,,,0.2,,0.1,0.08667
239113,RELIABLE HOME HEALTH PATIENT CARE CO,"29226 ORCHARD LAKE RD, STE 210",FARMINGTON HILLS,MI,48334,48,38,17.3,4.1,11,1.9,0,0,0.3,"166,300","179,709","194,417",0,,,65,18,20,13,25,,33,,0,0,0,1.75,0,0.31579,0.73684,0.13158,0.34211,0.31579,0.73684,0.65789,0.71053,0.65789,,0.71053,0.10526,,0.07895,0.15789
239114,FIRST STATE HOME HEALTH CARE,3901 FORTUNE BLVD,SAGINAW,MI,48603,635,408,16.5,7.6,6.7,0.8,0.1,0.8,0.4,"1,709,372","1,826,373","1,970,702",0.2,41,"16,949",74,146,262,224,184,281,106,0,16,,,2.4,0.14706,0.39216,0.47059,0.10539,0.46814,0.48039,0.44118,0.39951,0.57598,0.65441,,0.71078,0.08578,,0.08333,0.1299
239115,ALL AMERICANS HOME HEALTH CARE,1397 S LINDEN RD STE D,FLINT,MI,48532,346,189,17.1,7.8,4.4,1.7,0.1,2.9,0.2,"1,383,054","1,009,518","960,430",0.1,23,"9,934",75,53,136,117,72,126,58,0,,0,,2.09,0.16402,0.4127,0.4127,0.09524,0.38095,0.4709,0.34921,0.38095,0.46561,0.55026,,0.62434,0.11111,,0.09524,0.16402
239116,SUN HOME HEALTH CARE,"17356 WEST 12 MILE RD, SUITE 200",SOUTHFIELD,MI,48076,38,27,13.1,2.9,9.2,0.2,0,0.7,0,"60,090","115,609","121,582",0,,,78,,,12,15,0,27,0,0,0,0,2.12,0,0.62963,0.37037,0.14815,0.40741,0.55556,0.37037,0.18519,0.7037,0.7037,,0.59259,0,,0.11111,0.18519
239117,KAIZEN HOME CARE,"740 WOODLAND DR EAST, SUITE 2",SALINE,MI,48176,126,83,17.3,7.4,7.3,2,0.3,0,0.3,"508,587","399,116","413,361",0.2,18,"5,836",77,27,56,65,18,70,12,0,,0,,2.34,0.22892,0.37349,0.27711,0.16867,0.40964,0.54217,0.22892,0.39759,0.44578,0.6747,,0.53012,0.12048,0.6506,0.04819,0.12048
239118,GOLDEN HOME HEALTH CARE,13407 FARMINGTON ROAD STE 209,LIVONIA,MI,48150,29,23,15.2,5.9,8,1.1,0,0,0.2,"84,001","87,954","95,044",0,,,70,,,,,,12,,,0,0,2.64,0.08696,0.52174,0.3913,0.13043,0.43478,0.6087,0.26087,0.34783,,0.65217,,0.69565,0.04348,,0.17391,0.17391
239120,NATIONWIDE HOME HEALTHCARE,"26645 W 12 MILE RD, SUITE #212",SOUTHFIELD,MI,48034,88,58,22.3,5.8,13.1,1.8,0.1,1.5,0,"424,755","339,058","360,691",0,,,82,23,35,47,11,44,12,,0,0,,2.64,0.25862,0.2069,0.51724,0.10345,0.56897,0.44828,0.41379,0.34483,0.37931,,,,0.13793,,0.03448,0.22414
239122,TLC HOME HEALTH CARE,"30095 NORTHWESTERN HWY, SUITE 60A",FARMINGTON HILLS,MI,48334,17,15,16.6,3.1,12.2,1.2,0,0,0.2,"68,207","59,863","64,496",0,,,73,,,,,,,0,0,0,0,2.78,0.13333,0.46667,0.26667,0,0.6,0.66667,0.06667,0.26667,0.53333,0.53333,0.73333,0.6,0,0.73333,0.06667,0.06667
239125,AMAZING CARE HOME HEALTH SERVICES,33182 RYAN ROAD,STERLING HEIGHTS,MI,48310,32,19,19.1,9.7,9.1,0,0,0.3,0,"91,020","100,381","108,469",0,,,70,,,,,,,,0,0,0,2.26,0.10526,0.31579,0.52632,0.15789,0.52632,0.73684,0.63158,0.36842,,0.73684,,0.73684,0.15789,,0.05263,0.15789
239126,BRIARWOOD HOME HEALTHCARE,"40200 GRAND RIVER, SUITE 300",NOVI,MI,48375,152,102,19.7,8.3,5.6,2.6,0.2,2.5,0.5,"368,218","505,641","527,809",1.5,16,"6,331",76,39,63,72,30,74,25,0,,0,,2.7,0.2549,0.47059,0.40196,0.16667,0.52941,0.61765,0.39216,0.47059,0.51961,0.61765,,0.61765,0.07843,0.62745,0.06863,0.09804
239127,ANOINTED CARE SERVICES,"2295 METROPOLITAN PARKWAY, SUITE 100",STERLING HEIGHTS,MI,48310,19,19,17.7,5.4,12.3,0,0,0,0,"67,400","77,188","73,180",0,0,,62,,,,,,17,0,0,0,,2.43,0,0.05263,0.63158,0.15789,0.26316,0.36842,0.57895,0.21053,0.52632,0.52632,,0.63158,0,,0.15789,0.10526
239129,PROGRESS AT HOME,950 CORPORATE OFFICE DRIVE 300,MILFORD,MI,48381,592,519,16.8,6.4,5.7,3.2,0.3,0.8,0.5,"1,876,792","1,793,558","1,947,110",0.2,49,"19,421",82,177,342,455,64,440,68,0,,,,2.38,0.25819,0.50482,0.38536,0.21387,0.5183,0.6262,0.34104,0.41233,0.4316,0.70713,,0.66089,0.19268,0.64547,0.04817,0.17148
239130,INFINITY HOME HEALTH SERVICES,26645 W TWELVE MILE RD STE 206,SOUTHFIELD,MI,48034,176,116,18.1,3,13.3,1.1,0,0.6,0.1,"478,917","643,397","696,786",0,,,67,49,67,32,84,17,96,0,,0,,2.51,0.08621,0.44828,0.43966,0.06897,0.50862,0.49138,0.39655,0.4569,0.68103,0.66379,,0.61207,0.11207,,0.37931,0.14655
239131,HEALTH SOURCE HOME CARE,"1100 OWENDALE DR, SUITE B",TROY,MI,48083,354,245,15.1,4.5,7.8,1.8,0.1,0.8,0.1,"1,040,321","1,113,781","1,199,322",0,43,"13,626",74,86,159,128,117,91,144,,,0,0,2.87,0.17551,0.40816,0.49796,0.1102,0.5551,0.50612,0.47347,0.4,0.57959,0.66939,,0.71837,0.10204,,0.05306,0.21633
239132,PROFICIENT HOME HEALTH SERVICES,"24500 FORD RD, SUITE 20",DEARBORN HEIGHTS,MI,48127,24,22,12.7,1.1,11.7,0,0,0,0,"37,680","84,965","88,146",0,0,,63,,,,,,21,0,0,0,,1.8,0,0.04545,0.54545,0.04545,0.22727,0.36364,0.5,0.22727,0.45455,0.5,,0.36364,0,,0.27273,0
239135,RENEWCARE HOME HEALTH,"30020 SCHOENHERR RD, SUITE B",WARREN,MI,48088,176,129,14.6,4.8,8.4,0.6,0.1,0.6,0.1,"386,745","501,354","545,471",0.1,,,68,65,64,48,81,50,74,,,0,0,2.12,0.08527,0.37209,0.50388,0.10853,0.47287,0.55039,0.44961,0.41085,0.6124,0.6124,,0.58915,0.06202,,0.11628,0.13178
239136,UNIVERSALL HOME HEALTHCARE,1210 PHOENIX STE 6,SOUTH HAVEN,MI,49090,337,109,31.5,9.7,13.4,2.2,0,3.9,2.3,"2,333,087","1,367,197","1,444,095",1.5,,,73,41,68,36,73,57,47,0,,0,,1.71,0.10092,0.29358,0.36697,0.11009,0.27523,0.46789,0.36697,0.42202,0.47706,0.49541,,0.40367,0.11009,0.69725,0.05505,0.07339
239137,APEX HOME HEALTHCARE,"40400 ANN ARBOR ROAD E, SUITE 202A",PLYMOUTH,MI,48170,65,33,18.4,3.4,12.6,0.1,0.3,2,0,"180,884","234,171","250,599",0,,,73,13,20,17,16,30,,,0,0,0,2.71,0.18182,0.36364,0.45455,0.09091,0.60606,0.51515,0.39394,0.63636,0.42424,0.66667,,0.72727,0.12121,,0.0303,0.15152
239138,MERIT HOME HEALTH CARE,5880 N CANTON CENTER RD 412,CANTON,MI,48187,152,92,12.8,1.9,10.2,0.1,0,0.5,0.1,"294,566","505,142","547,586",0,,,78,32,60,46,46,20,66,,,,,1.96,0.08696,0.45652,0.43478,0.1087,0.42391,0.3913,0.42391,0.36957,0.55435,0.75,,0.67391,0.04348,,0.09783,0.16304
239139,SHRING HOME CARE,20905 GREENFIELD RD SUITE 501,SOUTHFIELD,MI,48075,144,75,17.2,4.9,7.9,2.4,0.1,1.8,0.2,"485,151","476,256","514,715",0,13,"4,738",74,21,54,37,38,,63,,,0,,2.47,0.09333,0.33333,0.32,0.16,0.53333,0.49333,0.26667,0.21333,0.64,0.61333,,0.74667,0.06667,,0.09333,0.21333
239143,ATLANTIC HOME HEALTH CARE,"2888 EAST LONG LAKE RD, SUITE 140",TROY,MI,48085,73,51,17.5,5.5,10.2,0.2,0,1.4,0.3,"286,731","246,941","253,905",0,,,68,25,26,21,30,12,38,,0,0,,2.17,0.05882,0.31373,0.5098,0.09804,0.45098,0.37255,0.5098,0.35294,0.60784,0.5098,,0.56863,0.01961,,0.01961,0.15686
239144,AFFILIATED HOME HEALTH CARE,"21455 MELROSE AVE, SUITE 9",SOUTHFIELD,MI,48075,175,140,12.4,6.3,4.5,0.8,0,0.6,0.1,"312,885","447,569","495,309",0,29,"10,570",75,50,90,71,69,,130,0,,0,,2.59,0.12857,0.43571,0.62143,0.11429,0.49286,0.55714,0.59286,0.25714,0.70714,0.63571,,0.7,0.07143,,0.07143,0.21429
239145,SUPERB HOME CARE,"12176 CONANT ST,  2ND FLOOR",DETROIT,MI,48212,86,46,13.2,4.1,9,0.1,0,0.2,0,"271,641","251,688","272,333",0,,,73,24,22,0,46,,,29,0,0,11,1.62,0.02174,0.36957,0.34783,0.02174,0.45652,0.67391,0.30435,0.19565,,,,,0.13043,0.73913,0.02174,0.13043
239146,ACHIEVE HOME HEALTH CARE,"G-5245 WEST PIERSON RD, STE - 1",FLUSHING,MI,48433,69,51,18.8,3.7,10.5,3.6,0.1,0.5,0.5,"189,941","292,775","273,396",0,,,78,19,32,39,12,41,,0,,0,0,2.21,0.13725,0.39216,0.45098,0.15686,0.39216,0.56863,0.35294,0.41176,0.45098,0.58824,,0.47059,0.09804,,0.01961,0.15686
239148,EXTRACARE HOME HEALTH SERVICES,2855 COOLIDGE HIGHWAY SUITE 106,TROY,MI,48084,88,59,12,2.2,9.3,0,0,0.4,0.1,"129,621","264,347","280,361",0,,,76,15,44,33,26,18,40,0,0,,,2.08,0.08475,0.42373,0.44068,0.11864,0.45763,0.44068,0.42373,0.32203,0.54237,0.59322,,0.66102,0.05085,,0.08475,0.16949
239149,VALLEY HOME HEALTH CARE,"G4443 MILLER RD, SUITE 100",FLINT,MI,48507,187,147,16,8.9,4.1,1.6,0.3,1.1,0,"653,663","622,362","582,983",0.7,15,"6,558",70,68,79,92,55,71,71,0,,0,,2.97,0.19048,0.28571,0.5034,0.14286,0.52381,0.65986,0.46939,0.38776,0.55102,0.54422,,0.59864,0.02721,0.59184,0.04082,0.16327
239150,DENBOS HOME HEALTH CARE,"16000 W 9 MILE RD, SUITE 408",SOUTHFIELD,MI,48075,201,92,16.9,7.2,8.5,0.4,0,0.9,0,"759,337","611,703","658,621",0,,,71,45,47,49,43,29,60,,0,0,,2.34,0.09783,0.48913,0.41304,0.15217,0.40217,0.48913,0.44565,0.68478,0.54348,0.68478,,0.73913,0.05435,,0.48913,0.18478
239152,NEIGHBORHOOD HOME CARE SERVICES,"503 N EUCLID AVE, STE 9B",BAY CITY,MI,48706,311,126,16.2,8.1,5.9,0.8,0,1.4,0,"1,087,328","860,465","902,904",0,,,72,55,71,47,79,88,36,0,,,0,2.44,0.13492,0.37302,0.50794,0.06349,0.43651,0.57937,0.48413,0.53968,0.66667,0.68254,,0.5873,0.11905,0.66667,0.19048,0.0873
239153,ALATOR HOME HEALTH,"2193 ASSOCIATION DR, SUITE 800",OKEMOS,MI,48864,150,92,16,6.4,5.4,2.8,0.1,0,1.2,"369,991","462,827","484,265",0.2,,,67,42,50,30,62,57,32,,,0,0,2.16,0.06522,0.22826,0.58696,0.05435,0.33696,0.41304,0.54348,0.57609,0.38043,0.48913,,0.3913,0.06522,,0.13043,0.08696
239154,CARING HANDS HOME CARE SERVICES,16950 19 MILE RD SUITE 5B,CLINTON TOWNSHIP,MI,48038,26,25,18.2,3.8,9.3,3.9,0,1.2,0,"71,627","90,142","96,201",0,,,76,,,,,23,0,,0,0,,1.94,0.12,0.44,0.48,0.12,0.28,0.44,0.48,0.28,0.4,0.72,,0.68,0.2,,0.12,0.04
239155,CANA CARE,4700 GREENFIELD RD 2B,DEARBORN,MI,48126,110,104,14.7,3.3,9.9,1,0,0.4,0.1,"323,705","353,015","381,719",0,,,73,33,71,44,60,65,31,0,,0,,2.36,0.11538,0.28846,0.44231,0.13462,0.38462,0.49038,0.45192,0.46154,0.625,,,0.67308,0.21154,,0.13462,0.09615
